Name,Definition,Synonym,Output
necrobiosis lipoidica,A Chromadorea infectious disease that involves infection by parasitic nematodes of the order Oxyurida.,Necrobiosis lipoidica,skin disease
obsolete metabolic skin disease,A Chromadorea infectious disease that involves infection by parasitic nematodes of the order Oxyurida.,Necrobiosis lipoidica,skin disease
cutaneous mastocytosis,A food allergy that develops_from exposure to and particularly consumption of wheat,Cutaneous mastocytosis,skin disease
skin cancer,An integumentary system cancer located_in the skin that is the uncontrolled growth of abnormal skin cells.,melanoma and Non-melanoma skin cancer,skin disease
epidermolytic hyperkeratosis,A Chromadorea infectious disease that involves infection of humans and domestic animals by parasitic roundworms with three lips on the anteriour end.,Epidermolytic palmoplantar hyperkeratosis,skin disease
mongolian spot,A globe disease that is characterized by inflammation of the inside of the eye.,Mongolian Macula,skin disease
obsolete childhood brain tumor,A globe disease that is characterized by inflammation of the inside of the eye.,pediatric neoplasm of brain,skin disease
verruciform xanthoma of skin,An acrofacial dysostosis characterized by underdeveloped cheek bones,Verruciform xanthoma of skin,skin disease
obsolete Mycobacterium avium-intracellulare lymphadenitis,An acrofacial dysostosis characterized by underdeveloped cheek bones,MAI lymphadenitis,skin disease
obsolete Mycobacterium avium complex lymphadenitis,An acrofacial dysostosis characterized by underdeveloped cheek bones,MAC lymphadenitis,skin disease
Achenbach syndrome,A syndrome that involves arachnodactyly,Paroxysmal hematoma of the finger,skin disease
Kimura disease,A vulva squamous cell carcinoma that is characterized by keratin pearls,Kimura's disease,skin disease
chronic ulcer of skin,A muscle tissue disease that is characterized by a drastic and uncontrolled increase in skeletal muscle oxidative metabolism,Indolent ulcer,skin disease
lichen disease,An amino acid metabolic disorder that involves failures of carboxylation enzymes.,Pinkus' disease,skin disease
rosacea,A parasitic helminthiasis infectious disease that involves parasitic infection of the intestine by Fasciolopsis buski. The symptoms include diarrhea,Acne,skin disease
psoriasis,A skin disease that is characterized by patches of thick red skin and silvery scales.,Pityriasis rosea,skin disease
Ritter's disease,A commensal bacterial infectious disease that is characterized by widespread erythema,Toxic epidermal necrolysis,skin disease
obsolete Hodgkin's lymphoma,A commensal bacterial infectious disease that is characterized by widespread erythema,Hodgkin's disease,skin disease
erythematosquamous dermatosis,An in situ carcinoma that is located_in the esophagus.,Other erythematosquamous dermatosis,skin disease
sebaceous gland disease,A skin disease that is located_in the sebaceous gland.,Other erythematosquamous dermatosis,skin disease
vascular skin disease,A myeloid neoplasm that is located in the plasma cells in bone marrow.,plasma cell myeloma,skin disease
