Name,Definition,Synonym,Output
acrorenal syndrome,A syndrome characterized by limb defects,primary diffuse atrophy,syndrome
microcephaly with or without chorioretinopathy,A syndrome characterized byvariable expression of microcephaly,microcephaly,syndrome
Kleefstra syndrome,A syndrome that is characterized by childhood hypotonia,9q34 deletion syndrome,syndrome
mandibulofacial dysostosis with alopecia,A syndrome characterized by malar and mandibular hypoplasia,MFDA,syndrome
Miller-Dieker lissencephaly syndrome,A syndrome characterized by classical lissencephaly and distinct facial features and has_material_basis_in submicroscopic deletions of 17p13.3,Miller-Dieker syndrome,syndrome
fetal valproate syndrome,A syndrome characterized by distinctive facial appearance,fetal valproic acid syndrome,syndrome
Kabuki syndrome,A syndrome characterized by  multiple congenital anomalies and mental retardation. Other characteristics include a peculiar facial gestalt,Niikawa-Kuroki syndrome,syndrome
Perlman syndrome,A syndrome characterized by polyhydramnios with neonatal macrosomia,renal hamartomas,syndrome
Shwachman-Diamond syndrome,A syndrome characterized by exocrine pancreatic insufficiency,Shwachman-Bodian-Diamond syndrome,syndrome
Goldberg-Shprintzen syndrome,A syndrome characterized by intellectual disability,Goldberg-Shprintzen megacolon syndrome,syndrome
oculoauricular syndrome,A syndrome characterized by microcornea,Goldberg-Shprintzen megacolon syndrome,syndrome
MEDNIK syndrome,A syndrome characterized by mental retardation,mental retardation,syndrome
EAST syndrome,A syndrome characterize by seizures,SeSAME syndrome,syndrome
Mowat-Wilson syndrome,A syndrome characterized by distinctive facial features,microcephaly,syndrome
Perry syndrome,A syndrome characterized by parkinsonism,parkinsonism with alveolar hypoventilation and mental depression,syndrome
Pitt-Hopkins syndrome,A syndrome characterized by intellectual disability and developmental delay,parkinsonism with alveolar hypoventilation and mental depression,syndrome
Warsaw breakage syndrome,A syndrome mainly characterized by severe congenital microcephaly,WABS,syndrome
Barber-Say syndrome,A syndrome characterized by d by the association of excessive hair growth (hypertrichosis),luminal breast cancer,syndrome
ablepharon macrostomia syndrome,A syndrome characterized by  ablepharon,luminal breast cancer,syndrome
lethal congenital contracture syndrome,A syndrome characterized by congenital nonprogressive joint contractures. The contractures can involve the upper or lower limbs and/or the vertebral column,ataxia-oculomotor apraxia 3,syndrome
Ritscher-Schinzel syndrome,A syndrome characterized by craniofacial (prominent occiputal and forehead,craniocerebellocardiac dysplasia,syndrome
Holzgreve-Wagner-Rehder Syndrome,A syndrome characterized by Potter sequence,Holzgreve Wagner Rehder Syndrome,syndrome
Yunis-Varon syndrome,A syndrome characterized by skeletal defects,cleidocranial dysplasia-micrognathia-absent thumbs syndrome,syndrome
XFE progeroid syndrome,A syndrome that is characterized by aged bird-like facies,XPF-ERCC1 progeroid syndrome,syndrome
megacystis-microcolon-intestinal hypoperistalsis syndrome,A syndrome that is characterized by marked dilatation of the bladder and microcolon and decreased intestinal peristalsis.,visceral myopathy,syndrome
abdominal obesity-metabolic syndrome,A syndrome that is characterized by marked dilatation of the bladder and microcolon and decreased intestinal peristalsis.,visceral myopathy,syndrome
ulnar-mammary syndrome,A syndrome that is characterized by posterior limb deficiencies or duplications,Schinzel syndrome,syndrome
endocrine-cerebro-osteodysplasia syndrome,A syndrome that is characterized by multiple congenital defects in endocrine,ECO syndrome,syndrome
chondrodysplasia-pseudohermaphroditism syndrome,A syndrome characterized by the clinical features of 46,Nivelon-Nivelon-Mabille syndrome,syndrome
cocoon syndrome,A syndrome that has_material_basis_in homozygous mutation in the CHUK gene on chromosome 10q24 and is characterized by multiple fetal malformations including defective face and seemingly absent limbs,fetal encasement syndrome,syndrome
hypotonia-cystinuria syndrome,A syndrome that has_material_basis_in homozygous deletion on chromosome 2p21 that disrupts the SLC3A1 and PREPL genes. The deletion ranges in size from 23.8 to 75.5 kb. Itis characterized_by neonatal and infantile hypotonia and failure to thrive,cystinuria with mitochondrial disease,syndrome
prune belly syndrome,A syndrome that is characterized by megacystis with disorganized detrusor muscle,Obrisnksy syndrome,syndrome
post-cardiac arrest syndrome,A syndrome that is characterized by four main components,post cardiac syndrome,syndrome
fibrogenesis imperfecta ossium,A syndrome that involves abnormality of collagen synthesis in lamellar bones,Baker's disease,syndrome
microcephaly and chorioretinopathy 1,A syndrome that is characterized by delayed psychomotor development and visual impairment,CFTD,syndrome
microcephaly and chorioretinopathy 2,A syndrome that is characterized by delayed psychomotor development,CFTD,syndrome
microcephaly and chorioretinopathy 3,A syndrome that is characterized by congenital microcephaly and chorioretinal dysplasia associated with poor vision and nystagmus and has_material_basis_in compound heterozygous mutation in the TUBGCP4 gene.,CFTD,syndrome
multiple pterygium syndrome,A syndrome that is characterized by permanently bent fingers,CFTD,syndrome
mosaic variegated aneuploidy syndrome 1,A multiple congenital anomalies-hypotonia-seizures syndrome that is characterized by neonatal hypotonia,glycosylphosphatidylinositol biosynthesis defect 4,syndrome
mosaic variegated aneuploidy syndrome 2,A multiple congenital anomalies-hypotonia-seizures syndrome that is characterized by neonatal hypotonia,glycosylphosphatidylinositol biosynthesis defect 4,syndrome
Zika virus congenital syndrome,A syndrome that is characterized in neonates by microcephaly,ZIKV congenital infection,syndrome
PTEN hamartoma tumor syndrome,A syndrome characterized as a spectrum of disorders (Cowden syndrome,mixed mucinous and non-mucinous bronchioloalveolar adenocarcinoma,syndrome
Carey-Fineman-Ziter syndrome,A syndrome characterized by hypotonia,third mobile window syndrome,syndrome
Peters plus syndrome,A syndrome that is characterized by anterior chamber eye anomalies,Peters-plus syndrome,syndrome
multinucleated neurons,A syndrome that is characterized by severe hydranencephaly with almost complete absence of the cerebral hemispheres,MARCH,syndrome
Culler-Jones syndrome,A syndrome that is characterized by hypopituitarism,MARCH,syndrome
blepharocheilodontic syndrome,A syndrome that is characterized by lower eyelid ectropion,Blepharo-cheilo-odontic syndrome,syndrome
CLOVES syndrome,A syndrome that is characterized by congenital lipomatous overgrowth,congenital lipomatous overgrowth,syndrome
PAPA syndrome,A syndrome that is characterised by pyoderma gangrenosum,pyogenic arthritis,syndrome
Carney-Stratakis syndrome,A syndrome that is characterized by the presence of multicentric paragangliomas and multifocal gastrointestinal stromal sarcoma tumors.,SMARCA4-DTS,syndrome
Sweeney-Cox syndrome,A syndrome that is characterized by striking facial dysostosis,fibromyxoid sarcoma,syndrome
Tietz syndrome,A syndrome that is characterized by congenital profound bilateral sensorineural hearing loss and generalized albino-like hypopigmentation of skin,Tietz albinism-deafness syndrome,syndrome
Fanconi-like syndrome,A syndrome characterized by pancytopenia,NLRP12-associated hereditary periodic fever syndrome,syndrome
Wolfram syndrome,A syndrome that is characterized by diabetes mellitus,Partial optic atrophy,syndrome
Felty's syndrome,A syndrome that results_in rheumatoid arthritis,Rheumatoid arthritis with splenoadenomegaly and leukopenia,syndrome
Adie syndrome,A syndrome that is a neurological disorder affecting the pupil of the eye and the autonomic nervous system. It is characterized by one eye with a pupil that is larger than normal and constricts slowly in bright light (tonic pupil),Holmes-Adie syndrome,syndrome
polycystic ovary syndrome,A syndrome characterized by hyperandrogenism,Stein-Leventhal syndrome,syndrome
palindromic rheumatism,A syndrome that involves sudden and rapidly developing attacks of arthritis with a remission period that results_in no joint damage or symptoms.,Hench-Rosenberg syndrome,syndrome
Cornelia de Lange syndrome,A syndrome that is characterized by slow growth before and after birth,De Lange syndrome,syndrome
multicentric reticulohistiocytosis,A syndrome that is characterized by papulonodular skin lesions containing a proliferation of true macrophages associated with arthritis.,Multicentric reticulohistiocytosis,syndrome
obsolete visual cortex disorder due to vascular disorder,A syndrome that is characterized by papulonodular skin lesions containing a proliferation of true macrophages associated with arthritis.,Multicentric reticulohistiocytosis,syndrome
Prader-Willi syndrome,A chromosomal disease that is characterized by weak muscle tone,Prader Willi syndrome,syndrome
subclavian steal syndrome,A specific developmental disorder marked by a pattern of repetitive behavior wherein the rights of others or social norms are violated.,subclavian steal steno-occlusive disease,syndrome
Lown-Ganong-Levine syndrome,A syndrome that involves pre-excitation of the ventricles due to an accessory pathway providing an abnormal electrical communication from the atria to the ventricles.,syndrome of short P-R interval,syndrome
vertebral artery insufficiency,A syndrome that involves pre-excitation of the ventricles due to an accessory pathway providing an abnormal electrical communication from the atria to the ventricles.,Vertebral artery syndrome,syndrome
SAPHO syndrome,A purulent acute otitis media with no perforation of the tympanic membrane.,Synovitis,syndrome
obsolete simple type schizophrenia subchronic state,A purulent acute otitis media with no perforation of the tympanic membrane.,Synovitis,syndrome
obsolete simple type schizophrenia subchronic state with acute exacerbation,A purulent acute otitis media with no perforation of the tympanic membrane.,Synovitis,syndrome
obsolete simple type schizophrenia in remission,A purulent acute otitis media with no perforation of the tympanic membrane.,Synovitis,syndrome
obsolete simple type schizophrenia chronic state,A purulent acute otitis media with no perforation of the tympanic membrane.,Synovitis,syndrome
Tietze's syndrome,A brucellosis involving an infection caused by Brucella canis [NCBITaxon,Tietze's disease,syndrome
primary hypertrophic osteoarthropathy,A vulvar disease that is characterized by the presence of atrophy and associated with decreased estrogenization.,Pachydermoperiostosis syndrome,syndrome
Reye syndrome,A syndrome characterized by acute brain damage and liver function problems. It has been associated with aspirin consumption by children with viral illness,Reye's syndrome,syndrome
VACTERL association,A syndrome that is characterized by the presence of at least three of the following,VATER syndrome,syndrome
KBG syndrome,A syndrome that is characterized by short stature,Blepharophimosis,syndrome
Dubowitz syndrome,A syndrome that is a rare genetic disorder characterized by microcephaly,Dubowitz's syndrome,syndrome
Coffin-Siris syndrome,An autosomal dominant non-syndromic intellectual disability that is characterized by mental retardation associated with coarse facial features,Short Stature-Onychodysplasia.,syndrome
ectodermal dysplasia,A syndrome characterized by abnormal development in 2 or more ectodermal structures (hair,Congenital ectodermal dysplasia,syndrome
basilar artery insufficiency,An autosomal genetic disease that is characterized by deficiency of factor XI clotting factor and mild prolonged bleeding,Basilar artery syndrome,syndrome
obsolete hemophilia,An autosomal genetic disease that is characterized by deficiency of factor XI clotting factor and mild prolonged bleeding,Hemophilia NOS,syndrome
Takayasu's arteritis,A syndrome that involves inflammation of the aorta that carries blood from the heart to the rest of the body.,Takayasu's disease,syndrome
chondrodysplasia punctata,A syndrome that is characterized by abnormal calcification of the epiphyses,Chondrodysplasia punctata congenita,syndrome
Goldenhar syndrome,A syndrome that is characterized by incomplete development of the ear,Otomandibular dysostosis,syndrome
Klippel-Trenaunay syndrome,A syndrome that is characterized by large cutaneous hemangiomata with hypertrophy of the related bones and soft tissues.,Klippel-Trenaunay-Weber syndrome,syndrome
Wissler's syndrome,A syndrome that is characterized by four typical symptoms,Wissler-Fanconi syndrome,syndrome
Noonan syndrome,A syndrome that is characterized by mildly unusual facial features,Turner's phenotype,syndrome
persian gulf syndrome,A syndrome affecting returning military veterans and civilian workers of the Gulf War.,Gulf war syndrome,syndrome
orofaciodigital syndrome,A syndrome that is characterized by malformations of the face,oral-facial-digital syndrome,syndrome
obsolete relapsed angiosarcoma,A syndrome that is characterized by malformations of the face,relapsed hemangiosarcoma,syndrome
Hallermann-Streiff syndrome,A syndrome that affects growth,Hallermann's syndrome,syndrome
Ollier disease,A syndrome that is characterized by an asymmetric distribution of cartilagenous tumors,OSTEOCHONDROMATOSIS,syndrome
obsolete enchondromatosis,A syndrome that is characterized by an asymmetric distribution of cartilagenous tumors,Ollier's disease,syndrome
multiple chemical sensitivity,A syndrome that is an adverse physical reaction to low levels of many common chemicals.,total allergy syndrome,syndrome
Gorham's disease,A syndrome that is characterized by bone loss (osteolysis) which is often associated with swelling or abnormal blood vessel growth (angiomatous proliferation). Bone loss can occur in just one bone or spread to soft tissue and adjacent bones.,phantom bone disease,syndrome
Beckwith-Wiedemann syndrome,A syndrome characterized by overgrowth (macrosomia),malignant Acrospiroma,syndrome
obsolete classical swine fever,A viral infectious disease that results_in infection in swine,Hog cholera (disorder),syndrome
hereditary breast ovarian cancer syndrome,A syndrome characterized by the higher than normal tendency associated with BRCA1 and BRCA2 to develop breast and ovarian cancers in genetically related families.,BRCA1- and BRCA2-associated hereditary breast and ovarian cancer,syndrome
diffuse infiltrative lymphocytosis syndrome,A syndrome that occurs in human immunodeficiency virus (HIV) positive patients,Froelich's syndrome,syndrome
tooth and nail syndrome,A syndrome that affects the teeth,Witkop's syndrome,syndrome
Achard syndrome,A syndrome that involves arachnodactyly,Greig's syndrome,syndrome
Aagenaes syndrome,A syndrome that is characterized by congenital hypoplasia of lymph vessels,Cholestasis-edema syndrome,syndrome
Barre-Lieou syndrome,A syndrome that involves occipital head aches,Posterior cervical sympathetic syndrome,syndrome
Aicardi syndrome,A syndrome that is characterized by absence or underdeveloped tissue connecting the left and right halves of the brain,vitamin B12 deficiency,syndrome
chronic fatigue syndrome,A syndrome that involves prolonged and severe tiredness or weariness that is unrelated to exertion,Postviral fatigue syndrome,syndrome
sudden infant death syndrome,A syndrome that is characterized by the sudden death of an infant that is not predicted by medical history and remains unexplained after a thorough forensic autopsy and detailed death scene investigation.,Sudden infant death syndrome,syndrome
psoriatic arthritis,A syndrome that occurs in humans with psoriasis who also experience symptoms similar to arthritis.,psoriatic arthropathy,syndrome
Pallister-Hall syndrome,An amyloidosis where amyloid protein progressively deposits in cerebral blood vessel walls with subsequent degenerative vascular changes that usually result in spontaneous cerebral hemorrhage,A syndrome that is characterized by hypothalamic hamartoma,syndrome
Beemer-Langer syndrome,A syndrome that results_in multiple congenital anomalies,type IV short rib polydactyly syndrome,syndrome
acrocallosal syndrome,A syndrome that is an autosomal recessive disorder,Schinzel syndrome 1,syndrome
Fuchs' heterochromic uveitis,A syndrome that is a chronic unilateral (or rarely bilateral) iridocyclitis appearing with the triad of heterochromia,Fuchs' heterochromic cyclitis,syndrome
obsolete pigment dispersion syndrome of iris,A syndrome that is a chronic unilateral (or rarely bilateral) iridocyclitis appearing with the triad of heterochromia,Pigmentary iris degeneration (disorder),syndrome
irritable bowel syndrome,A syndrome that is a functional bowel disorder characterized by chronic abdominal pain,Psychogenic IBS,syndrome
median arcuate ligament syndrome,A myopathy is characterized by progressive skeletal muscle weakness degeneration.,Marable's syndrome,syndrome
