Name,Definition,Synonym,Output
Norrie disease,A X-linked recessive disease characterized by degenerative and proliferative changes of the neuroretina resulting in congenital blindness along with progressive mental disorders in about 50% of patients and sensorineural deafness in about 33% of patients,Norrie-Warburg disease,X-linked recessive disease
isolated growth hormone deficiency type III,An isolated growth hormone deficiency characterized by dwarfism,X-linked isolated growth hormone deficiency,X-linked recessive disease
hereditary sensory neuropathy X-linked,A hereditary sensory neuropathy characterized by X-linked inheritance of slowly progressing neuropathy with onset in the first or second decade of life.,HSN1E,X-linked recessive disease
Simpson-Golabi-Behmel syndrome type 2,A X-linked recessive disease that has_material_basis_in mutation in the OFD1 gene on chromosome Xp22 and is characterized by developmental delay,Familial bicuspid aortic valve,X-linked recessive disease
congenital disorder of glycosylation Iy,A congenital disorder of glycosylation I that is characterized by neurologic abnormalities (global developmental delay in language,congenital disorder of glycosylation 1y,X-linked recessive disease
X-linked dystonia-parkinsonism,A focal dystonia that is characterized by parkinsonism that is frequently accompanied by focal dystonia and progresses to generalized dystonia that has_material_basis_in X-linked recessive inheritance of SVA retrotransposon insertion in the intron of the TATA-box binding protein associated factor 1 gene (TAF1) on chromosome Xq13.1.,Paroxysmal kinesigenic choreoathetosis,X-linked recessive disease
Charcot-Marie-Tooth disease X-linked recessive 2,A Charcot-Marie-Tooth disease X-linked that has_material_basis_in variation in the region Xp22.2.,X-linked Charcot-Marie-Tooth disease type 2,X-linked recessive disease
Charcot-Marie-Tooth disease X-linked recessive 5,A Charcot-Marie-Tooth disease X-linked that has_material_basis_in loss-of-function mutation in the PRPS1 gene on chromosome Xq22.,X-linked Charcot-Marie-Tooth disease type 5,X-linked recessive disease
Charcot-Marie-Tooth disease X-linked recessive 3,A Charcot-Marie-Tooth disease X-linked that has_material_basis_in variation in the region Xq26.,X-linked Charcot-Marie-Tooth disease type 3,X-linked recessive disease
Charcot-Marie-Tooth disease X-linked recessive 4,A Charcot-Marie-Tooth disease X-linked that has_material_basis_in mutation in the AIFM1 gene on chromosome Xq26.,X-linked Charcot-Marie-Tooth disease type 4,X-linked recessive disease
congenital stationary night blindness 1A,A congenital stationary night blindness that has_material_basis_in mutation in the NYX gene on chromosome Xp11.4.,NBMI,X-linked recessive disease
congenital stationary night blindness 2A,A congenital stationary night blindness that has_material_basis_in mutation in the CACNA1F gene on chromosome Xp11.23.,congenital stationary night blindness 2A X-linked,X-linked recessive disease
Joubert syndrome 10,A Joubert syndrome that has_material_basis_in X-linked recessive inheritance of mutation in the OFD1 gene on chromosome Xp22.2.,JBTS10,X-linked recessive disease
X-linked cone-rod dystrophy 3,A cone-rod dystrophy that has_material_basis_in mutation in the CACNA1F gene on chromosome Xp11.,CORDX3,X-linked recessive disease
glycogen storage disease IXd,A glycogen storage disease IX that is characterized by X-linked inheritance of variable exercise-induced muscle weakness or stiffness that has_material_basis_in mutation in the PHKA1 gene on chromosome Xq13.,X-linked muscke glycogenosis,X-linked recessive disease
glycogen storage disease IXa,A glycogen storage disease IX characterized by hepatomegaly,GSD9A,X-linked recessive disease
IGSF1 deficiency syndrome,An X-linked recessive disease characterized by hypothyroidism that is present at birth,X-linked central congenital hypothyroidism with late-onset testicular enlargement,X-linked recessive disease
oculocerebrorenal syndrome,A X-linked recessive disease that has_material_basis_in mutation in the OCRL gene on chromosome Xq26 and that is characterized by hydrophthalmia,oculocerebrorenal syndrome of Lowe,X-linked recessive disease
obsolete yaws hyperkeratosis,A X-linked recessive disease that has_material_basis_in mutation in the OCRL gene on chromosome Xq26 and that is characterized by hydrophthalmia,hyperkeratosis of yaws (disorder),X-linked recessive disease
obsolete gangosa of yaws,A late yaws that involves destruction of the bone and cartilage of the nose. This is caused by the spirochete bacterium,Rhinopharyngitis mutilans,X-linked recessive disease
factor VIII deficiency,A X-linked recessive disease that has_material_basis_in Factor VIII deficiency,Subhemophilia,X-linked recessive disease
obsolete acquired factor VIII deficiency,A X-linked recessive disease that has_material_basis_in Factor VIII deficiency,acquired factor VIII deficiency disease (disorder),X-linked recessive disease
obsolete acquired coagulation factor deficiency,A X-linked recessive disease that has_material_basis_in Factor VIII deficiency,acquired coagulation factor deficiency NOS (disorder),X-linked recessive disease
FG syndrome,An X-linked recessive disease characterized by retardation,Opitz-Kaveggia syndrome,X-linked recessive disease
Partington syndrome,A syndrome characterized by intellectual disability,X-linked Russell-Silver syndrome,X-linked recessive disease
Pelizaeus-Merzbacher disease,A hypomyelinating leukodystrophy characterized by impaired myelin formation,sudanophilic leukodystrophy,X-linked recessive disease
Aarskog syndrome,A syndromic X-linked intellectual disability affects a person's height,Greig's syndrome,X-linked recessive disease
Wiskott-Aldrich syndrome,A X-linked recessive disease that is characterized by abnormal immune system function and a reduced ability to form blood clots resulting from a decrease in the number and size of blood cell fragments involved in clotting (microthrombocytopenia).,Wiskott syndrome,X-linked recessive disease
