Name,Definition,Synonym,Output
hereditary lymphedema ID,A hereditary lymphedema characterized by autosomal dominant inheritance that has_material_basis_in mutation in the VEGFC gene on chromosome 4q34.,LMPH1D,autosomal dominant disease
hereditary lymphedema IA,A hereditary lymphedema characterized by autosomal dominant inheritance that has_material_basis_in mutation in the FLT4 gene on chromosome 5q35.,LMPH1A,autosomal dominant disease
Stickler syndrome,An osteochondrodysplasia that has_material_basis_in a mutation in the COL2A1 gene which results_in dwarfism with a short trunk and limbs as well as vision and hearing problems. The disease has_symptom large joints,Baker's disease,autosomal dominant disease
multiple endocrine neoplasia type 4,A multiple mitochondrial dysfunctions syndrome that is characterized by normal development for the first months of life,Multiple Endocrine Neoplasia,autosomal dominant disease
mandibulofacial dysostosis,An autosomal dominant disease characterized by progressive microcephaly,mandibulofacial dysostosis with microcephaly,autosomal dominant disease
erythrokeratodermia variabilis et progressiva 2,An autosomal recessive non-syndromic intellectual disability that has_material_basis_in homozygous mutation in the RUN and SH3 domain containing 2 gene (RUSC2) on chromosome 9p13.,Alwadei syndrome,autosomal dominant disease
erythrokeratodermia variabilis et progressiva 3,An autosomal recessive non-syndromic intellectual disability that has_material_basis_in homozygous mutation in the RUN and SH3 domain containing 2 gene (RUSC2) on chromosome 9p13.,Alwadei syndrome,autosomal dominant disease
Charcot-Marie-Tooth disease dominant intermediate G,An early infantile epileptic encephalopathy that has_material_basis_in heterozygous mutation in the GABBR2 gene on chromosome 9q22.,Alwadei syndrome,autosomal dominant disease
trichorhinophalangeal syndrome type III,An autosomal dominant disease that is characterized by sparse hair,trichorhinophalangeal syndrome type 3,autosomal dominant disease
renal coloboma syndrome,An autosomal dominant disease characterized by optic nerve coloboma and renal disease that has_material_basis_in heterozygous mutation in the PAX2 gene on chromosome 10q24.,renal-coloboma syndrome with macular abnormalities,autosomal dominant disease
autosomal dominant familial periodic fever,An autosomal dominant disease characterized by recurrent fever,tumor necrosis factor receptor 1 associated periodic syndrome,autosomal dominant disease
PCWH syndrome,An autosomal dominant disease that is characterized by the association of the features of Waardenburg-Shah syndrome (sensorineural hearing loss,Peripheral demyelinating neuropathy-central dysmyelinating leukodystrophy-Hirschsprung disease-Waardenburg syndrome,autosomal dominant disease
ankyloblepharon-ectodermal defects-cleft lip/palate syndrome,An autosomal dominant disease that is characterized by congenital ectodermal dysplasia including ankyloblepharon filiforme adnatum and cleft lip and palate,Hay-Wells syndrome,autosomal dominant disease
arrhythmogenic right ventricular dysplasia 1,An arrhythmogenic right ventricular dysplasia that has_material_basis_in heterozygous mutation in the TGFB3 gene on chromosome 14q24.,Uhl anomaly,autosomal dominant disease
arrhythmogenic right ventricular dysplasia 2,An arrhythmogenic right ventricular dysplasia that has_material_basis_in heterozygous mutation in the cardiac ryanodine receptor-2 gene (RYR2) on chromosome 1q43.,familial arrhythmogenic right ventricular dysplasia 2,autosomal dominant disease
arrhythmogenic right ventricular dysplasia 3,An arrhythmogenic right ventricular dysplasia associated with variation in the region 14q12-q22.,familial arrhythmogenic right ventricular dysplasia 3,autosomal dominant disease
arrhythmogenic right ventricular dysplasia 4,An arrhythmogenic right ventricular dysplasia associated with variation in the region 2q32.1-q32.3.,fanilial arrhythmogenic right ventricular dysplasia 4,autosomal dominant disease
arrhythmogenic right ventricular dysplasia 5,An arrhythmogenic right ventricular dysplasia  that has_material_basis_in heterozygous mutation in the TMEM43 gene on chromosome 3p25.,familial arrhythmogenic right ventricular dysplasia 5,autosomal dominant disease
arrhythmogenic right ventricular dysplasia 8,An arrhythmogenic right ventricular dysplasia that has_material_basis_in heterozygous mutation in the gene encoding desmoplakin (DSP) on chromosome 6p24.,familial arrhythmogenic right ventricular dysplasia 8,autosomal dominant disease
arrhythmogenic right ventricular dysplasia 9,An arrhythmogenic right ventricular dysplasia that has_material_basis_in heterozygous mutations in the PKP2 gene on chromosome 12p11.,familial arrhythmogenic right ventricular dysplasia 9,autosomal dominant disease
arrhythmogenic right ventricular dysplasia 10,An arrhythmogenic right ventricular dysplasia that has_material_basis_in heterozygous mutation in the desmoglein-2 gene (DSG2) on chromosome 18q12.,familial arrhythmogenic right ventricular dysplasia 10,autosomal dominant disease
arrhythmogenic right ventricular dysplasia 12,An arrhythmogenic right ventricular dysplasia that has_material_basis_in heterozygous mutation in the desmocollin-2 gene (DSC2) on chromosome 18q.,familial arrhythmogenic right ventricular dysplasia 12,autosomal dominant disease
arrhythmogenic right ventricular dysplasia 13,An arrhythmogenic right ventricular dysplasia that xhas_material_basis_in heterozygous mutation in the CTNNA3 gene on chromosome 10q21.,familial arrhythmogenic right ventricular dysplasia 13,autosomal dominant disease
Charcot-Marie-Tooth disease type 1A,A Charcot-Marie-Tooth disease type 1 that has_material_basis_in duplication of,microduplication 17p12,autosomal dominant disease
Charcot-Marie-Tooth disease type 1D,A Charcot-Marie-Tooth disease type 1 that has_material_basis_in mutation in the early growth response gene-2 (EGR2).,HMSN1D,autosomal dominant disease
Charcot-Marie-Tooth disease type 1C,A Charcot-Marie-Tooth disease type 1 that has_material_basis_in heterozygous mutation in the LITAF gene on chromosome 16p13.,neuropathy hereditary motor and sensory type 1C,autosomal dominant disease
Charcot-Marie-Tooth disease type 1B,A Charcot-Marie-Tooth disease type 1 that has_material_basis_in heterozygous mutation in the gene encoding myelin protein zero (MPZ).,peroneal muscular atrophy,autosomal dominant disease
Charcot-Marie-Tooth disease type 1E,A Charcot-Marie-Tooth disease type 1 that has_material_basis_in autosomal dominant mutation in the peripheral myelin protein-22 gene (PMP22).,CMT1E,autosomal dominant disease
Charcot-Marie-Tooth disease type 2A1,A Charcot-Marie-Tooth disease type 2 that has_material_basis_in heterozygous mutation in the KIF1B gene on chromosome 1p36.,HMSN2A1,autosomal dominant disease
Charcot-Marie-Tooth disease type 2A2,A Charcot-Marie-Tooth disease type 2  that has_material_basis_in heterozygous mutation in the MFN2 gene on chromosome 1p36.2.,HMSN2A2,autosomal dominant disease
Charcot-Marie-Tooth disease type 2J,A Charcot-Marie-Tooth disease type 2 characterized by hearing loss and pupillary abnormalities and has_material_basis_in heterozygous mutation in the myelin protein-zero gene (MPZ) on chromosome 1q23.,CMT2J,autosomal dominant disease
Charcot-Marie-Tooth disease type 2I,A Charcot-Marie-Tooth disease type 2 that has_material_basis_in heterozygous mutation in the myelin protein-zero gene (MPZ) on chromosome 1q23.,CMT2I,autosomal dominant disease
Charcot-Marie-Tooth disease type 2B,A Charcot-Marie-Tooth disease type 2 that has_material_basis_in heterozygous mutation in the RAB7 gene on chromosome 3q21.,HMSN2B,autosomal dominant disease
Charcot-Marie-Tooth disease,A Charcot-Marie-Tooth disease type 2 that has_material_basis_in heterozygous mutation in the HARS gene on chromosome 5q31.,CMT2W,autosomal dominant disease
Charcot-Marie-Tooth disease axonal type 2F,A Charcot-Marie-Tooth  disease type 2 that has_material_basis_in mutation in the gene encoding heat-shock 27-kD protein-1 (HSPB1).,CMT2F,autosomal dominant disease
Charcot-Marie-Tooth disease type 2D,A Charcot-Marie-Tooth disease type 2 that has_material_basis_in mutation in the gene encoding glycyl tRNA synthetase (GARS).,CMT2D,autosomal dominant disease
Charcot-Marie-Tooth disease type 2E,A Charcot-Marie-Tooth disease type 2 that has_material_basis_in heterozygous mutation in the light polypeptide neurofilament protein gene (NEFL) on chromosome 8p21.,CMT2E,autosomal dominant disease
Charcot-Marie-Tooth disease type 2Y,A Charcot-Marie-Tooth disease type 2 that has_material_basis_in heterozygous mutation in the VCP gene on chromosome 9p13.,CMT2Y,autosomal dominant disease
Charcot-Marie-Tooth disease axonal type 2Q,A Charcot-Marie-Tooth disease type 2 that has_material_basis_in a heterozygous loss-of-function mutation in the DHTKD1 gene on chromosome 10p14.,CMT2Q,autosomal dominant disease
Charcot-Marie-Tooth disease axonal type 2U,A Charcot-Marie-Tooth disease type 2 that has_material_basis_in heterozygous mutation in the MARS gene on chromosome 12q13.,CMT2U,autosomal dominant disease
Charcot-Marie-Tooth disease axonal type 2L,A Charcot-Marie-Tooth disease type 2 that has_material_basis_in mutation in the HSPB8 gene.,CMT2L,autosomal dominant disease
Charcot-Marie-Tooth disease axonal type 2O,A Charcot-Marie-Tooth disease type 2 that has_material_basis_in heterozygous mutation in the DYNC1H1 gene on chromosome 14q32.,Charcot-Marie-Tooth neuropathy axonal type 2O,autosomal dominant disease
Charcot-Marie-Tooth disease axonal type 2N,A Charcot-Marie-Tooth disease type 2 that has_material_basis_in heterozygous mutation in the AARS gene on chromosome 16q21.,CMT2N,autosomal dominant disease
Charcot-Marie-Tooth disease axonal type 2V,A Charcot-Marie-Tooth disease type 2 that has_material_basis_in heterozygous mutation in the NAGLU gene on chromosome 17q21.,CMT2V,autosomal dominant disease
Charcot-Marie-Tooth disease axonal type 2CC,A Charcot-Marie-Tooth disease type 2 that has_material_basis_in heterozygous mutation in the NEFH gene on chromosome 22q12.,CMT2CC,autosomal dominant disease
Charcot-Marie-Tooth disease axonal type 2Z,A Charcot-Marie-Tooth disease type 2 that has_material_basis_in heterozygous mutation in the MORC2 gene on chromosome 22q12.,CMT2Z,autosomal dominant disease
Charcot-Marie-Tooth disease axonal type 2C,A Charcot-Marie-Tooth disease type 2 that has_material_basis_in heterozygous mutation in the TRPV4 gene on chromosome 12q24.,HMSN2C,autosomal dominant disease
Charcot-Marie-Tooth disease dominant intermediate B,A Charcot-Marie-Tooth disease intermediate type that has_material_basis_in mutation in the gene encoding dynamin-2 (DNM2).,DI-CMTB,autosomal dominant disease
Charcot-Marie-Tooth disease dominant intermediate C,A Charcot-Marie-Tooth disease intermediate type that has_material_basis_in heterozygous mutation in the YARS gene on chromosome 1p35.,DI-CMTC,autosomal dominant disease
Charcot-Marie-Tooth disease dominant intermediate D,A Charcot-Marie-Tooth disease intermediate type that has_material_basis_in heterozygous mutation in the myelin protein-zero gene (MPZ) on chromosome 1q23.,DI-CMTD,autosomal dominant disease
Charcot-Marie-Tooth disease dominant intermediate A,A Charcot-Marie-Tooth disease intermediate type that has_material_basis_in variation in the region 10q24.1-q25.1.,DI-CMTA,autosomal dominant disease
Charcot-Marie-Tooth disease dominant intermediate E,A Charcot-Marie-Tooth disease intermediate type that has_material_basis_in heterozygous mutation in the INF2 gene on chromosome 14q32.,CMTDIE,autosomal dominant disease
Charcot-Marie-Tooth disease dominant intermediate F,A Charcot-Marie-Tooth disease intermediate type that has_material_basis_in heterozygous mutation in the GNB4 gene on chromosome 3q28.,CMTDIF,autosomal dominant disease
Brugada syndrome 1,A Brugada syndrome that has_material_basis_in heterozygous mutation in the SCN5A gene on chromosome 3p22.,BRGDA1,autosomal dominant disease
Brugada syndrome 7,A Brugada syndrome that has_material_basis_in heterozygous mutation in the SCN3B gene on chromosome 11q24.,BRGDA7,autosomal dominant disease
Brugada syndrome 9,A Brugada syndrome that has_material_basis_in heterozygous mutation in the KCND3 gene on chromosome 1p13.,BRGDA9,autosomal dominant disease
congenital muscular dystrophy due to LMNA mutation,A congenital muscular dystrophy characterized by autosomal dominant inheritance that has_material_basis_in heterozygous mutation in the LMNA gene on chromosome 1q22.,LMNA-related congenital muscular dystrophy,autosomal dominant disease
congenital stationary night blindness autosomal dominant 3,A congenital stationary night blindness characterized by autosomal dominant inheritance that has_material_basis_in heterozygous mutation in the GNAT1 gene on chromosome 3p21.,Nougaret type congenital stationary night blindness,autosomal dominant disease
retinitis pigmentosa-deafness syndrome,An Usher syndrome characterized by retinitis pigmentosa and onset of sensorineural hearing impairment in the teens that has_material_basis_in mutation in the MTTS2 gene in the mitochondrial genome.,USH3,autosomal dominant disease
congenital stationary night blindness autosomal dominant 1,A congenital stationary night blindness characterized by autosomal dominant inheritance that has_material_basis_in mutations in the RHO gene on chromosome 3q22.1.,rhodopsin-related congenital stationary night blindness,autosomal dominant disease
congenital stationary night blindness autosomal dominant 2,A congenital stationary night blindness characterized by autosomal dominant inhertance that has_material_basis_in heterozygous mutation in the PDE6B gene on chromosome 4p16.,Rambusch type congenital stationary night blindness,autosomal dominant disease
inflammatory bowel disease 3,An inflammatory bowel disease that has_material_basis_in variation in the chromosome region 6p21.3.,IBD3,autosomal dominant disease
inflammatory bowel disease 21,An inflammatory bowel disease that has_material_basis_in variation in the chromosome region 18p11.,IBD21,autosomal dominant disease
brachydactyly type A1,A brachydactyly characterized by rudimentary or fused middle phalanges of all the digits and shortened proximal phalanges of the thumbs and big toes.,Farabee type brachydactyly,autosomal dominant disease
brachydactyly type A2,A brachydactyly characterized by autosomal dominant inheritance of malformations of the middle phalanx of the index finger and anomalies of the second toe that has_material_basis_in heterozygous mutation in the BMPR1B gene on chromosome 4q or in the GDF5 gene on chromosome 20q11 or heterozygous duplication in a regulatory element of BMP2 on chromosome 20p12.,Mohr-Wriedt type brachydactyly,autosomal dominant disease
brachydactyly type C,A brachydactyly characterized by rachymesophalangy of the index,BDC,autosomal dominant disease
brachydactyly type D,A brachydactyly characterized by short and broad terminal phalanges of the thumbs and big toes that has_material_basis_in mutation in the HOXD13 gene on chromosome 2q31.1.,BDD,autosomal dominant disease
SADDAN,An autosomal dominant disease characterized by severe achondroplasia,severe achondroplasia with developmental delay and acanthosis nigricans,autosomal dominant disease
hypertension and brachydactyly syndrome,An autosomal dominant disease characterized by brachydactyly type E,type E brachydactyly with short stature and hypertension,autosomal dominant disease
cerebrocostomandibular syndrome,An autosomal dominant disease characterized by severe micrognathia,rib gap defects with micrognathia,autosomal dominant disease
uveal coloboma-cleft lip and palate-intellectual disability,An autosomal dominant disease characterized by uveal coloboma and variable degrees of orofacial clefting,Uveal coloboma-cleft lip/palate-mental retardation syndrome,autosomal dominant disease
hyperferritinemia-cataract syndrome,An autosomal dominant disease characterized by elevated circulating levels of ferritin without iron overload and early onset cataracts that has_material_basis_in heterozygous mutation in the iron responsive element in the 5-prime noncoding region of FTL on 19q13.33.,hyperferritinemia with or without cataract,autosomal dominant disease
dominant optic atrophy plus syndrome,An autosomal dominant disease characterized by visual loss and sensorineural hearing loss with onset in childhood and associated with other symptoms including; progressive external ophthalmoplegia,optic atrophy with or without deafness,autosomal dominant disease
lateral meningocele syndrome,An autosomal dominant disease characterized by facial anomalies,Lehman syndrome,autosomal dominant disease
multiple epiphyseal dysplasia with myopia and deafness,An autosomal dominant disease characterized by typically mild epiphyseal dysplasia,multiple epiphyseal dysplasia-myopia-deafness syndrome,autosomal dominant disease
D-2-hydroxyglutaric aciduria 2,A D-2-hydroxyglutaric aciduria that has_material_basis_in heterozygous mutation in IDH2 on 15q26.1.,D2HGA2,autosomal dominant disease
multiple endocrine neoplasia type 2B,An autosomal dominant disease characterized by medullary thyroid carcinoma,Wagenmann-Froboese syndrome,autosomal dominant disease
multiple endocrine neoplasia type 1,An autosomal dominant disease that has_material_basis_in a mutation in the MEN1 tumor suppressor gene and is characterized by over active endocrine glands frequently involving tumors of the parathyroid glands,Wermer's syndrome,autosomal dominant disease
obsolete papilledema associated with increased intracranial pressure,An autosomal dominant disease that has_material_basis_in a mutation in the MEN1 tumor suppressor gene and is characterized by over active endocrine glands frequently involving tumors of the parathyroid glands,Wermer's syndrome,autosomal dominant disease
dysplastic nevus syndrome,A congenital syphilis that occurs in children at or greater than two years of age who acquired the infection trans-placentally. The infection has_symptom gummatous ulcers,FAMM syndrome,autosomal dominant disease
obsolete regressing skin melanoma,A congenital syphilis that occurs in children at or greater than two years of age who acquired the infection trans-placentally. The infection has_symptom gummatous ulcers,regressing malignant melanoma of the skin,autosomal dominant disease
hereditary hemorrhagic telangiectasia,An autosomal dominant disease characterized by the presence of multiple arteriovenous malformations that lack intervening capillaries and result in direct connections between arteries and veins.,Rendu-Osler-Weber disease,autosomal dominant disease
tuberous sclerosis,An autosomal dominant disease that is characterized by the growth of numerous noncancerous tumors in many parts of the body.,Tuberous sclerosis syndrome,autosomal dominant disease
obsolete stiffness of joint,An autosomal dominant disease that is characterized by the growth of numerous noncancerous tumors in many parts of the body.,Stiffness of joint,autosomal dominant disease
hypophosphatasia,A connective tissue disease characterized by restriction of both active and passive range of motion located_in the scapulohumeral joint and has_symptom pain and has_symptom restricted range of motion.,hypophospatasia,autosomal dominant disease
obsolete hyperamylasemia,A connective tissue disease characterized by restriction of both active and passive range of motion located_in the scapulohumeral joint and has_symptom pain and has_symptom restricted range of motion.,hypophospatasia,autosomal dominant disease
LEOPARD syndrome,An autosomal dominant disease that is characterized by brown skin spots called lentigines that are similar to freckles,Progressive cardiomyopathic lentiginosis,autosomal dominant disease
branchiootorenal syndrome,An organic acidemia that involes a nonfunctional propionyl CoA carboxylase affecting conversion of aminio acids and fats into sugar for energy.,Melnick-Fraser syndrome,autosomal dominant disease
autosomal dominant microcephaly,An autosomal recessive disease characterized by inability to process isoleucine and ketones,peroxisomal thiolase deficiency,autosomal dominant disease
obsolete dominant cogenital severe sensorineural deafness,An autosomal recessive disease characterized by inability to process isoleucine and ketones,peroxisomal thiolase deficiency,autosomal dominant disease
trichorhinophalangeal syndrome type I,An autosomal dominant disease that is characterized by short stature,type I trichorhinophalangeal syndrome,autosomal dominant disease
Larsen syndrome,An autosomal dominant disease that is characterized by large-joint dislocations and characteristic craniofacial abnormalities.,dominant larsen syndrome,autosomal dominant disease
blepharophimosis,An acrocephalosyndactylia that has_material_basis_in a genetic mutation in the TWIST1 gene which results_in premature fusion located_in skull.,Blepharophimosis,autosomal dominant disease
cherubism,A drug dependence that involves the continued use of cannabis despite problems related to use of the substance.,intrahepatic cholestasis of pregnancy,autosomal dominant disease
Rubinstein-Taybi syndrome,An autosomal dominant disease characterized by short stature,Rubinstein syndrome,autosomal dominant disease
nevoid basal cell carcinoma syndrome,An impulse control disorder that involves abnormalities in memory,Gorlin syndrome,autosomal dominant disease
Hajdu-Cheney syndrome,A skin disease that is characterized by fluid filled blisters.,Keratosis follicularis,autosomal dominant disease
obsolete Witkop-Von Sallmann disease,A skin disease that is characterized by fluid filled blisters.,Hereditary benign intraepithelial dyskeratosis (disorder),autosomal dominant disease
Treacher Collins syndrome,A syndrome that is characterized by incomplete development of the ear,mandibulofacial dysostosis,autosomal dominant disease
obsolete septic abortion,A syndrome that is characterized by incomplete development of the ear,Septic abortion (disorder),autosomal dominant disease
photosensitive trichothiodystrophy,A B cell deficiency that is characterized by relative predominance of certain immunoglobulin subtypes and deficiencies of others.,trichothiodystrophy with congenital ichthyosis,autosomal dominant disease
obsolete DNA repair deficiency,A monogenic disease that results from a reduced functionality of DNA repair.,DNA Repair disorder,autosomal dominant disease
Li-Fraumeni syndrome,An autosomal dominant disease characterized by increases risk of developing several types of cancer,SBLA syndrome,autosomal dominant disease
piebaldism,A primary immunodeficiency disease where phagocytes have a diminished ability to fight bacterial infection.,PIEBALD TRAIT,autosomal dominant disease
Denys-Drash syndrome,An autosomal dominant disease that is characterized by the association of diffuse mesangial sclerosis (DMS),MITOCHONDRIAL COMPLEX IV DEFICIENCY,autosomal dominant disease
Lynch syndrome,An autosomal dominant disease that is characterized by an increased risk for colon cancer and cancers of the endometrium,HNPCC - hereditary nonpolyposis colon cancer,autosomal dominant disease
trichorhinophalangeal syndrome type II,An autosomal dominant disease that has_material_basis_in mutation of the EXT1 and TRPS1 gene which results_in multiple exostosis along with short stature and cone-shaped ends located_in epiphysis. The disease has_symptom sparse scalp hair,trichorhinophalangeal syndrome type 2,autosomal dominant disease
obsolete syphilitic alopecia,An autosomal dominant disease that has_material_basis_in mutation of the EXT1 and TRPS1 gene which results_in multiple exostosis along with short stature and cone-shaped ends located_in epiphysis. The disease has_symptom sparse scalp hair,Syphilitic alopecia (disorder),autosomal dominant disease
Cowden syndrome,An autosomal dominant disease characterized by multiple noncancerous,multiple hamartoma syndrome,autosomal dominant disease
neurofibromatosis,A herpes simplex that results_in infection located_in genital system,von Reklinghausen disease,autosomal dominant disease
obsolete lymphosarcoma and reticulosarcoma,A herpes simplex that results_in infection located_in genital system,Other named variants of lymphosarcoma and reticulosarcoma,autosomal dominant disease
Waardenburg's syndrome,An autosomal disease characterized by varying degrees of deafness,Waardenburg,autosomal dominant disease
nail-patella syndrome,An external ear disease that involves inflammation of the outer ear and ear canal. It can be caused by active bacterial or fungal infections.,Turner-Kiser syndrome,autosomal dominant disease
obsolete Salmonella meningitis,An external ear disease that involves inflammation of the outer ear and ear canal. It can be caused by active bacterial or fungal infections.,Turner-Kiser syndrome,autosomal dominant disease
Pelger-Huet anomaly,A hereditary ataxia characterized by sporadic bouts of ataxia with or without continuous muscle movement.,Isaacs syndrome,autosomal dominant disease
