Name,Definition,Synonym,Output
autosomal dominant nonsyndromic deafness 20,An autosomal dominant nonsyndromic deafness that is characterized by postlingual onset with high frequency progressive hearing loss and has_material_basis_in mutation in the ACTG1 gene on chromosome 17q25.,DFNA26,autosomal dominant nonsyndromic deafness
autosomal dominant nonsyndromic deafness 21,An autosomal dominant nonsyndromic deafness that has_material_basis_in variation in the chromosome region 6p24.1-p22.3.,DFNA21,autosomal dominant nonsyndromic deafness
autosomal dominant nonsyndromic deafness 22,An autosomal dominant nonsyndromic deafness that is characterized by postlingual onset with high frequency progressive hearing loss and has_material_basis_in mutation in the MYO6 gene on chromosome 6q14.,DFNA22,autosomal dominant nonsyndromic deafness
autosomal dominant nonsyndromic deafness 23,An autosomal dominant nonsyndromic deafness that is characterized by prelingual onset with high frequency progressive hearing loss and has_material_basis_in mutation in the SIX1 gene on chromosome 14q23.,DFNA23,autosomal dominant nonsyndromic deafness
autosomal dominant nonsyndromic deafness 24,An autosomal dominant nonsyndromic deafness that has_material_basis_in variation in the chromosome region 4q35-qter.,DFNA24,autosomal dominant nonsyndromic deafness
autosomal dominant nonsyndromic deafness 25,An autosomal dominant nonsyndromic deafness that is characterized by postlingual onset in the second-sixth decade of life with high frequency progressive hearing loss and has_material_basis_in mutation in the SLC17A8 gene on chromosome 12q23.,DFNA25,autosomal dominant nonsyndromic deafness
autosomal dominant nonsyndromic deafness 27,An autosomal dominant nonsyndromic deafness that has_material_basis_in variation in the chromosome region 4q12-q13.1.,DFNA27,autosomal dominant nonsyndromic deafness
autosomal dominant nonsyndromic deafness 28,An autosomal dominant nonsyndromic deafness that is characterized by postlingual onset with flat or gently downsloping audioprofiles and has_material_basis_in mutation in the GRHL2 gene on chromosome 8q22.,DFNA28,autosomal dominant nonsyndromic deafness
autosomal dominant nonsyndromic deafness 2A,An autosomal dominant nonsyndromic deafness that is characterized by high frequency progressive hearing loss and has_material_basis_in mutation in the KCNQ4 gene on chromosome 1p34.2.,DFNA2A,autosomal dominant nonsyndromic deafness
autosomal dominant nonsyndromic deafness 2B,An autosomal dominant nonsyndromic deafness that is characterized postlingual onset in the fourth decade of life with by high frequency progressive hearing loss and has_material_basis_in mutation in the GJB3 gene on chromosome 1p34.3.,DFNA2B,autosomal dominant nonsyndromic deafness
autosomal dominant nonsyndromic deafness 30,An autosomal dominant nonsyndromic deafness that has_material_basis_in variation in the chromosome region 15q25-q26.,DFNA30,autosomal dominant nonsyndromic deafness
autosomal dominant nonsyndromic deafness 31,An autosomal dominant nonsyndromic deafness that has_material_basis_in variation in the chromosome region 6p21.3.,DFNA31,autosomal dominant nonsyndromic deafness
autosomal dominant nonsyndromic deafness 33,An autosomal dominant nonsyndromic deafness that has_material_basis_in variation in the chromosome region 13q34.,DFNA33,autosomal dominant nonsyndromic deafness
autosomal dominant nonsyndromic deafness 36,An autosomal dominant nonsyndromic deafness that is characterized by postlingual onset with flat or gently downsloping audioprofiles and has_material_basis_in mutation in the TMC1 gene on chromosome 9q21.,DFNA36,autosomal dominant nonsyndromic deafness
autosomal dominant nonsyndromic deafness 3A,An autosomal dominant nonsyndromic deafness that is characterized by prelingual,DFNA3A,autosomal dominant nonsyndromic deafness
autosomal dominant nonsyndromic deafness 3B,An autosomal dominant nonsyndromic deafness that has_material_basis_in mutation in the GJB6 gene on chromosome 13q12.,DFNA3B,autosomal dominant nonsyndromic deafness
autosomal dominant nonsyndromic deafness 40,An autosomal dominant nonsyndromic deafness that has_material_basis_in mutation in the CRYM gene on chromosome 16p12.,DFNA40,autosomal dominant nonsyndromic deafness
autosomal dominant nonsyndromic deafness 41,An autosomal dominant nonsyndromic deafness that is characterized by postlingual onset with flat progressive hearing loss and has_material_basis_in autosomal dominant inheritance of heterozygous mutation in the purinergic receptor P2X 2 gene (P2RX2) on chromosome 12q24.,DFNA41,autosomal dominant nonsyndromic deafness
autosomal dominant nonsyndromic deafness 43,An autosomal dominant nonsyndromic deafness that has_material_basis_in variation in the chromosome region 2p12.,DFNA43,autosomal dominant nonsyndromic deafness
autosomal dominant nonsyndromic deafness 44,An autosomal dominant nonsyndromic deafness that is characterized postlingual onset with low to mild frequency progressive hearing loss and has_material_basis_in mutation in the CCDC50 gene on chromosome 3q28.,DFNA44,autosomal dominant nonsyndromic deafness
autosomal dominant nonsyndromic deafness 47,An autosomal dominant nonsyndromic deafness that has_material_basis_in variation in the chromosome region 9p22-p21.,DFNA47,autosomal dominant nonsyndromic deafness
autosomal dominant nonsyndromic deafness 48,An autosomal dominant nonsyndromic deafness that is characterized by postlingual onset with progressive hearing loss and has_material_basis_in variation in the chromosome region 12q13-q14.,DFNA48,autosomal dominant nonsyndromic deafness
autosomal dominant nonsyndromic deafness 49,An autosomal dominant nonsyndromic deafness that is characterized by moderate loss for low and mid frequencies and mild loss for high frequencies and has_material_basis_in variation in the chromosome region 1q21-q23.,DFNA49,autosomal dominant nonsyndromic deafness
autosomal dominant nonsyndromic deafness 4A,An autosomal dominant nonsyndromic deafness that is characterized by postlingual onset with flat or gently sloping hearing audioprofiles and has_material_basis_in mutation in the MYH14 gene on chromosome 19q13.33.,DFNA4A,autosomal dominant nonsyndromic deafness
autosomal dominant nonsyndromic deafness 4B,An autosomal dominant nonsyndromic deafness that has_material_basis_in mutation in the CEACAM16 gene on chromosome 19q13.,DFNA4B,autosomal dominant nonsyndromic deafness
autosomal dominant nonsyndromic deafness 5,An autosomal dominant nonsyndromic deafness that is characterized by postlingual onset in the first decade of life and high frequency progressive hearing loss,DFNA5,autosomal dominant nonsyndromic deafness
autosomal dominant nonsyndromic deafness 50,An autosomal dominant nonsyndromic deafness that is characterized postlingual onset in the second decade of life with flat progressive hearing loss and has_material_basis_in mutation in the MIRN96 gene on chromosome 7q32.,DFNA50,autosomal dominant nonsyndromic deafness
autosomal dominant nonsyndromic deafness 51,An autosomal dominant nonsyndromic deafness that is characterized by postlingual onset in the fourth decade of life with high frequency progressive hearing loss and has_material_basis_in a 269-kb duplication of chromosome 9q21.11 involving the TJP2 and FAM189A2 genes.,DFNA51,autosomal dominant nonsyndromic deafness
autosomal dominant nonsyndromic deafness 52,An autosomal dominant nonsyndromic deafness that has_material_basis_in variation in the chromosome region 5q31.1-q32.,DFNA52,autosomal dominant nonsyndromic deafness
autosomal dominant nonsyndromic deafness 53,An autosomal dominant nonsyndromic deafness that has_material_basis_in variation in the chromosome region 14q11.2-q12.,DFNA53,autosomal dominant nonsyndromic deafness
autosomal dominant nonsyndromic deafness 54,An autosomal dominant nonsyndromic deafness that has_material_basis_in variation in the chromosome region 5q31.,DFNA54,autosomal dominant nonsyndromic deafness
autosomal dominant nonsyndromic deafness 56,An autosomal dominant nonsyndromic deafness that has_material_basis_in mutation in the TNC gene on chromosome 9q33.,DFNA56,autosomal dominant nonsyndromic deafness
autosomal dominant nonsyndromic deafness 58,An autosomal dominant nonsyndromic deafness that has_material_basis_in variation in the chromosome region 2p21-p12.,DFNA58,autosomal dominant nonsyndromic deafness
autosomal dominant nonsyndromic deafness 59,An autosomal dominant nonsyndromic deafness that has_material_basis_in variation in the chromosome region 11p14.2-q12.3.,DFNA59,autosomal dominant nonsyndromic deafness
autosomal dominant nonsyndromic deafness 6,An autosomal dominant nonsyndromic deafness that is characterized by prelingual onset and low frequency progressive hearing loss and has_material_basis_in mutation in the WFS1 gene on chromosome 4p16.,DFNA6,autosomal dominant nonsyndromic deafness
autosomal dominant nonsyndromic deafness 64,An autosomal dominant nonsyndromic deafness that has_material_basis_in mutation in the DIABLO gene on chromosome 12q24.,DFNA64,autosomal dominant nonsyndromic deafness
autosomal dominant nonsyndromic deafness 65,An autosomal dominant nonsyndromic deafness that has_material_basis_in mutation in the TBC1D24 gene on chromosome 16p13.,DFNA65,autosomal dominant nonsyndromic deafness
autosomal dominant nonsyndromic deafness 66,An autosomal dominant nonsyndromic deafness that has_material_basis_in mutation in the CD164 gene on chromosome 6q21.,DFNA66,autosomal dominant nonsyndromic deafness
autosomal dominant nonsyndromic deafness 67,An autosomal dominant nonsyndromic deafness that has_material_basis_in mutation in the OSBPL2 gene on chromosome 20q13.,DFNA67,autosomal dominant nonsyndromic deafness
autosomal dominant nonsyndromic deafness 68,An autosomal dominant nonsyndromic deafness that has_material_basis_in mutation in the HOMER2 gene on chromosome 15q25.,DFNA68,autosomal dominant nonsyndromic deafness
autosomal dominant nonsyndromic deafness 69,An autosomal dominant nonsyndromic deafness that has_material_basis_in mutation in the KITLG gene on chromosome 12q21.,unilateral or asymmetric congenital deafness,autosomal dominant nonsyndromic deafness
autosomal dominant nonsyndromic deafness 7,An autosomal dominant nonsyndromic deafness that is characterized by progressive high-tone hearing loss and has_material_basis_in variation in the chromosome region 1q21-q23.,DFNA7,autosomal dominant nonsyndromic deafness
autosomal dominant nonsyndromic deafness 70,An autosomal dominant nonsyndromic deafness that has_material_basis_in mutation in the MCM2 gene on chromosome 3q21.,DFNA70,autosomal dominant nonsyndromic deafness
autosomal dominant nonsyndromic deafness 9,An autosomal dominant nonsyndromic deafness that is characterized by postlingual onset in the second decade with high frequency progressive hearing loss and has_material_basis_in mutation in the COCH gene on chromosome 14q12.,DFNA9,autosomal dominant nonsyndromic deafness
