Name,Definition,Synonym,Output
intestinal tuberculosis,A gastrointestinal tuberculosis that involves diffuse mucosal fold thickening,tuberculosis of intestine,intestinal disease
obsolete enteroinvasive Escherichia coli infectious disease,An Escherichia coli intestinal infectious disease that involves infection of the intestine caused by a serological subgroup of Escherichia coli called enteroinvasive Escherichia coli (EIEC),intestinal infectious disease due to enteroinvasive E. coli,intestinal disease
neurogenic bowel,An agnosia that is a loss of the ability to recognize text.,Aphemesthaesia,intestinal disease
cecal disease,An intestinal disease located_in the cecum.,disorder of cecum,intestinal disease
cryptosporidiosis,A coccidiosis that involves a parasitic protozoan infection of the intestine of humans and a wide range of animals caused by Cryptosporidium species,intestinal cryptosporidiosis,intestinal disease
obsolete viral gastroenteritis,A gastroenteritis that involves inflammation of the stomach and intestines caused by viruses. The symptoms include abdominal cramps and pain,intestinal cryptosporidiosis,intestinal disease
intestinal perforation,A vulva cancer that has_material_basis in squamous tissue.,Perforation of intestine,intestinal disease
Peutz-Jeghers syndrome,A pituitary gland benign neoplasm that derives_from glandular epithelial cells.,peutz-jeghers small bowel hamartoma,intestinal disease
duodenum disease,A gastrointestinal tuberculosis that involves infection located_in liver,duodenum disorder,intestinal disease
intestinal benign neoplasm,A gastrointestinal system benign neoplasm that is located_in the intestine.,neoplasm of intestinal tract,intestinal disease
colonic disease,A malignant ovarian germ cell neoplasm that has_material_basis_in primitive germ cells.,colon disorder,intestinal disease
obsolete lung PAP-AD,A malignant ovarian germ cell neoplasm that has_material_basis_in primitive germ cells.,colon disorder,intestinal disease
obsolete mucinous bronchioloalveolar lung carcinoma,A malignant ovarian germ cell neoplasm that has_material_basis_in primitive germ cells.,mucinous Bronchoalveolar lung carcinoma,intestinal disease
obsolete non-mucinous bronchioloalveolar lung carcinoma,A malignant ovarian germ cell neoplasm that has_material_basis_in primitive germ cells.,Non-mucinous Bronchoalveolar lung carcinoma,intestinal disease
obsolete pure BAC,A malignant ovarian germ cell neoplasm that has_material_basis_in primitive germ cells.,Non-mucinous Bronchoalveolar lung carcinoma,intestinal disease
obsolete persistent disorder of initiating or maintaining sleep,A malignant ovarian germ cell neoplasm that has_material_basis_in primitive germ cells.,Non-mucinous Bronchoalveolar lung carcinoma,intestinal disease
obsolete AD-BAC,A malignant ovarian germ cell neoplasm that has_material_basis_in primitive germ cells.,Non-mucinous Bronchoalveolar lung carcinoma,intestinal disease
obsolete mixed mucinous and non-mucinous bronchioloalveolar lung carcinoma,A malignant ovarian germ cell neoplasm that has_material_basis_in primitive germ cells.,mixed mucinous and Non-mucinous Bronchoalveolar lung carcinoma,intestinal disease
diverticulitis,An intestinal disease characterized by the formation and inflammation of diverticula within the bowel wall.,malignant mesothelioma of pleura,intestinal disease
intestinal obstruction,A bone marrow disease characterized by an increased number of red blood cells in the bloodstream resulting in thicker blood and reduced blood flow.,Pregnancy and drug dependence (disorder),intestinal disease
postgastrectomy syndrome,A bone marrow disease characterized by an increased number of red blood cells in the bloodstream resulting in thicker blood and reduced blood flow.,Postgastric surgery syndrome,intestinal disease
obsolete chronic depressive disorder,A bone marrow disease characterized by an increased number of red blood cells in the bloodstream resulting in thicker blood and reduced blood flow.,chronic depressive personality disorder,intestinal disease
Whipple disease,A viral infectious disease that results in infection,Whipple's disease,intestinal disease
obsolete malabsorption syndrome,A viral infectious disease that results in infection,Whipple's disease,intestinal disease
acute vascular insufficiency of intestine,A multiple carboxylase deficiency that involves a deficiency in holocarboxylase synthetase.,acute intestinal vascular insufficiency,intestinal disease
obsolete reticulosarcoma involving lymph nodes of inguinal region and lower limb,A multiple carboxylase deficiency that involves a deficiency in holocarboxylase synthetase.,Reticulosarcoma of lymph nodes of inguinal region and lower limb (disorder),intestinal disease
chronic intestinal vascular insufficiency,A connective tissue cancer that derives_from lymphatic endothelium,CMI - chronic mesenteric ischaemia,intestinal disease
duodenitis,A vein disease that is characterized by inflammation of a vein.,Hemorrhagic duodenitis,intestinal disease
bowel dysfunction,A syndrome that is a functional bowel disorder characterized by chronic abdominal pain,Psychogenic IBS,intestinal disease
intestinal disaccharidase deficiency,An extrapulmonary tuberculosis that results in formation of tiny lesions in all the organs.,Toxic maculopathy of retina,intestinal disease
