Name,Definition,Synonym,Output
autosomal recessive nonsyndromic deafness 59,An autosomal recessive nonsyndromic deafness that is characterized by prelingual onset with severe to profound,DFNB59,autosomal recessive nonsyndromic deafness
autosomal recessive nonsyndromic deafness 6,An autosomal recessive nonsyndromic deafness that is characterized by prelingual onset with severe to profound,DFNB6,autosomal recessive nonsyndromic deafness
autosomal recessive nonsyndromic deafness 61,An autosomal recessive nonsyndromic deafness that is characterized by prelingual onset with severe to profound,DFNB61,autosomal recessive nonsyndromic deafness
autosomal recessive nonsyndromic deafness 62,An autosomal recessive nonsyndromic deafness that has_material_basis_in variation in the chromosome region 12p13.2-p11.23.,DFNB62,autosomal recessive nonsyndromic deafness
autosomal recessive nonsyndromic deafness 63,An autosomal recessive nonsyndromic deafness that is characterized by prelingual onset with severe to profound,DFNB63,autosomal recessive nonsyndromic deafness
autosomal recessive nonsyndromic deafness 65,An autosomal recessive nonsyndromic deafness that has_material_basis_in variation in the chromosome region 20q13.2-q13.3.,DFNB65,autosomal recessive nonsyndromic deafness
autosomal recessive nonsyndromic deafness 66,An autosomal recessive nonsyndromic deafness that has_material_basis_in mutation in the DCDC2 gene on chromosome 6p22.,DFNB66,autosomal recessive nonsyndromic deafness
autosomal recessive nonsyndromic deafness 67,An autosomal recessive nonsyndromic deafness that is characterized by prelingual onset with severe to profound,DFNB67,autosomal recessive nonsyndromic deafness
autosomal recessive nonsyndromic deafness 68,An autosomal recessive nonsyndromic deafness that has_material_basis_in mutation in the S1PR2 gene on chromosome 19p13.,DFNB68,autosomal recessive nonsyndromic deafness
autosomal recessive nonsyndromic deafness 7,An autosomal recessive nonsyndromic deafness that is characterized by prelingual onset with severe to profound,DFNB7,autosomal recessive nonsyndromic deafness
autosomal recessive nonsyndromic deafness 70,An autosomal recessive nonsyndromic deafness that has_material_basis_in mutation in the PNPT1 gene on chromosome 2p16.,DFNB70,autosomal recessive nonsyndromic deafness
autosomal recessive nonsyndromic deafness 71,An autosomal recessive nonsyndromic deafness that has_material_basis_in variation in the chromosome region 8p22-p21.3.,DFNB71,autosomal recessive nonsyndromic deafness
autosomal recessive nonsyndromic deafness 74,An autosomal recessive nonsyndromic deafness that has_material_basis_in mutation in the MSRB3 gene on chromosome 12q14.,DFNB74,autosomal recessive nonsyndromic deafness
autosomal recessive nonsyndromic deafness 76,An autosomal recessive nonsyndromic deafness that is characterized by prelingual onset with high frequency,DFNB76,autosomal recessive nonsyndromic deafness
autosomal recessive nonsyndromic deafness 77,An autosomal recessive nonsyndromic deafness that is characterized by postlingual onset with moderate to profound,DFNB77,autosomal recessive nonsyndromic deafness
autosomal recessive nonsyndromic deafness 79,An autosomal recessive nonsyndromic deafness that is characterized by prelingual onset with severe to profound,DFNB79,autosomal recessive nonsyndromic deafness
autosomal recessive nonsyndromic deafness 8,An autosomal recessive nonsyndromic deafness that has_material_basis_in mutation in the TMPRSS3 gene on chromosome 21q22.,NRSD8,autosomal recessive nonsyndromic deafness
autosomal recessive nonsyndromic deafness 83,An autosomal recessive nonsyndromic deafness that has_material_basis_in variation in the chromosome region 9p23-p21.2.,DFNB83,autosomal recessive nonsyndromic deafness
autosomal recessive nonsyndromic deafness 84A,An autosomal recessive nonsyndromic deafness that is characterized by prelingual onset with moderate to profound,DFNB84A,autosomal recessive nonsyndromic deafness
autosomal recessive nonsyndromic deafness 84B,An autosomal recessive nonsyndromic deafness that has_material_basis_in mutation in the OTOGL gene on chromosome 12q21.,DFNB84B,autosomal recessive nonsyndromic deafness
autosomal recessive nonsyndromic deafness 85,An autosomal recessive nonsyndromic deafness that has_material_basis_in variation in the chromosome region 17p12-q11.2.,DFNB85,autosomal recessive nonsyndromic deafness
autosomal recessive nonsyndromic deafness 86,An autosomal recessive nonsyndromic deafness that has_material_basis_in mutation in the TBC1D24 gene on chromosome 16p13.,DFNB86,autosomal recessive nonsyndromic deafness
autosomal recessive nonsyndromic deafness 88,An autosomal recessive nonsyndromic deafness that has_material_basis_in mutation in the ELMOD3 gene on chromosome 2p11.,DFNB88,autosomal recessive nonsyndromic deafness
autosomal recessive nonsyndromic deafness 89,An autosomal recessive nonsyndromic deafness that has_material_basis_in mutation in the KARS gene on chromosome 16q23.,DFNB89,autosomal recessive nonsyndromic deafness
autosomal recessive nonsyndromic deafness 9,An autosomal recessive nonsyndromic deafness that is characterized by prelingual onset with usually severe to profound,NRSD9,autosomal recessive nonsyndromic deafness
autosomal recessive nonsyndromic deafness 91,An autosomal recessive nonsyndromic deafness that has_material_basis_in mutation in the SERPINB6 gene on chromosome 6p25.,DFNB91,autosomal recessive nonsyndromic deafness
autosomal recessive nonsyndromic deafness 93,An autosomal recessive nonsyndromic deafness that has_material_basis_in mutation in the CABP2 gene on chromosome 11q13.,DFNB93,autosomal recessive nonsyndromic deafness
autosomal recessive nonsyndromic deafness 96,An autosomal recessive nonsyndromic deafness that has_material_basis_in variation in the chromosome region 1p36.31-p36.13.,DFNB96,autosomal recessive nonsyndromic deafness
autosomal recessive nonsyndromic deafness 97,An autosomal recessive nonsyndromic deafness that has_material_basis_in mutation in the MET gene on chromosome 7q31.,DFNB97,autosomal recessive nonsyndromic deafness
autosomal recessive nonsyndromic deafness 98,An autosomal recessive nonsyndromic deafness that has_material_basis_in mutation in the TSPEAR gene on chromosome 21q22.,DFNB98,autosomal recessive nonsyndromic deafness
